,USDJPY Curncy,USDJPY Curncy,USDJPY Curncy,USDJPY Curncy
,high,low,open,last_price
04/01/1971,357.73,357.73,357.73,357.73
05/01/1971,357.81,357.81,357.81,357.81
06/01/1971,357.86,357.86,357.86,357.86
07/01/1971,357.87,357.87,357.87,357.87
08/01/1971,357.82,357.82,357.82,357.82
11/01/1971,357.95,357.95,357.95,357.95
12/01/1971,358.06,358.06,358.06,358.06
13/01/1971,358.44,358.44,358.44,358.44
14/01/1971,358.4,358.4,358.4,358.4
15/01/1971,358.4,358.4,358.4,358.4
18/01/1971,358.29,358.29,358.29,358.29
19/01/1971,358.35,358.35,358.35,358.35
20/01/1971,358.4,358.4,358.4,358.4
21/01/1971,358.27,358.27,358.27,358.27
22/01/1971,357.9,357.9,357.9,357.9
25/01/1971,357.73,357.73,357.73,357.73
26/01/1971,357.78,357.78,357.78,357.78
27/01/1971,357.79,357.79,357.79,357.79
28/01/1971,357.83,357.83,357.83,357.83
29/01/1971,357.72,357.72,357.72,357.72
01/02/1971,357.67,357.67,357.67,357.67
02/02/1971,357.55,357.55,357.55,357.55
03/02/1971,357.54,357.54,357.54,357.54
04/02/1971,357.51,357.51,357.51,357.51
05/02/1971,357.53,357.53,357.53,357.53
08/02/1971,357.49,357.49,357.49,357.49
09/02/1971,357.5,357.5,357.5,357.5
10/02/1971,357.5,357.5,357.5,357.5
11/02/1971,357.5,357.5,357.5,357.5
12/02/1971,357.5,357.5,357.5,357.5
15/02/1971,357.5,357.5,357.5,357.5
16/02/1971,357.53,357.53,357.53,357.53
17/02/1971,357.53,357.53,357.53,357.53
18/02/1971,357.53,357.53,357.53,357.53
19/02/1971,357.56,357.56,357.56,357.56
22/02/1971,357.6,357.6,357.6,357.6
23/02/1971,357.55,357.55,357.55,357.55
24/02/1971,357.6,357.6,357.6,357.6
25/02/1971,357.56,357.56,357.56,357.56
26/02/1971,357.56,357.56,357.56,357.56
01/03/1971,357.63,357.63,357.63,357.63
02/03/1971,357.56,357.56,357.56,357.56
03/03/1971,357.49,357.49,357.49,357.49
04/03/1971,357.45,357.45,357.45,357.45
05/03/1971,357.59,357.59,357.59,357.59
08/03/1971,357.55,357.55,357.55,357.55
09/03/1971,357.46,357.46,357.46,357.46
10/03/1971,357.59,357.59,357.59,357.59
11/03/1971,357.56,357.56,357.56,357.56
12/03/1971,357.58,357.58,357.58,357.58
15/03/1971,357.54,357.54,357.54,357.54
16/03/1971,357.49,357.49,357.49,357.49
17/03/1971,357.53,357.53,357.53,357.53
18/03/1971,357.56,357.56,357.56,357.56
19/03/1971,357.56,357.56,357.56,357.56
22/03/1971,357.44,357.44,357.44,357.44
23/03/1971,357.53,357.53,357.53,357.53
24/03/1971,357.53,357.53,357.53,357.53
25/03/1971,357.47,357.47,357.47,357.47
26/03/1971,357.47,357.47,357.47,357.47
29/03/1971,357.44,357.44,357.44,357.44
30/03/1971,357.49,357.49,357.49,357.49
31/03/1971,357.42,357.42,357.42,357.42
01/04/1971,357.49,357.49,357.49,357.49
02/04/1971,357.53,357.53,357.53,357.53
05/04/1971,357.5,357.5,357.5,357.5
06/04/1971,357.46,357.46,357.46,357.46
07/04/1971,357.55,357.55,357.55,357.55
08/04/1971,357.55,357.55,357.55,357.55
09/04/1971,357.5,357.5,357.5,357.5
12/04/1971,357.5,357.5,357.5,357.5
13/04/1971,357.62,357.62,357.62,357.62
14/04/1971,357.58,357.58,357.58,357.58
15/04/1971,357.5,357.5,357.5,357.5
16/04/1971,357.54,357.54,357.54,357.54
19/04/1971,357.49,357.49,357.49,357.49
20/04/1971,357.49,357.49,357.49,357.49
21/04/1971,357.49,357.49,357.49,357.49
22/04/1971,357.49,357.49,357.49,357.49
23/04/1971,357.49,357.49,357.49,357.49
26/04/1971,357.5,357.5,357.5,357.5
27/04/1971,357.49,357.49,357.49,357.49
28/04/1971,357.5,357.5,357.5,357.5
29/04/1971,357.41,357.41,357.41,357.41
30/04/1971,357.4,357.4,357.4,357.4
03/05/1971,357.41,357.41,357.41,357.41
04/05/1971,357.4,357.4,357.4,357.4
05/05/1971,357.4,357.4,357.4,357.4
06/05/1971,357.41,357.41,357.41,357.41
07/05/1971,357.41,357.41,357.41,357.41
10/05/1971,357.14,357.14,357.14,357.14
11/05/1971,357.44,357.44,357.44,357.44
12/05/1971,357.53,357.53,357.53,357.53
13/05/1971,357.49,357.49,357.49,357.49
14/05/1971,357.49,357.49,357.49,357.49
17/05/1971,357.4,357.4,357.4,357.4
18/05/1971,357.44,357.44,357.44,357.44
19/05/1971,357.4,357.4,357.4,357.4
20/05/1971,357.46,357.46,357.46,357.46
21/05/1971,357.4,357.4,357.4,357.4
24/05/1971,357.4,357.4,357.4,357.4
25/05/1971,357.4,357.4,357.4,357.4
26/05/1971,357.44,357.44,357.44,357.44
27/05/1971,357.4,357.4,357.4,357.4
28/05/1971,357.4,357.4,357.4,357.4
31/05/1971,357.4,357.4,357.4,357.4
01/06/1971,357.46,357.46,357.46,357.46
02/06/1971,357.4,357.4,357.4,357.4
03/06/1971,357.46,357.46,357.46,357.46
04/06/1971,357.4,357.4,357.4,357.4
07/06/1971,357.4,357.4,357.4,357.4
08/06/1971,357.4,357.4,357.4,357.4
09/06/1971,357.4,357.4,357.4,357.4
10/06/1971,357.4,357.4,357.4,357.4
11/06/1971,357.4,357.4,357.4,357.4
14/06/1971,357.4,357.4,357.4,357.4
15/06/1971,357.46,357.46,357.46,357.46
16/06/1971,357.46,357.46,357.46,357.46
17/06/1971,357.46,357.46,357.46,357.46
18/06/1971,357.4,357.4,357.4,357.4
21/06/1971,357.4,357.4,357.4,357.4
22/06/1971,357.4,357.4,357.4,357.4
23/06/1971,357.4,357.4,357.4,357.4
24/06/1971,357.4,357.4,357.4,357.4
25/06/1971,357.4,357.4,357.4,357.4
28/06/1971,357.37,357.37,357.37,357.37
29/06/1971,357.39,357.39,357.39,357.39
30/06/1971,357.4,357.4,357.4,357.4
01/07/1971,357.4,357.4,357.4,357.4
02/07/1971,357.4,357.4,357.4,357.4
05/07/1971,357.4,357.4,357.4,357.4
06/07/1971,357.45,357.45,357.45,357.45
07/07/1971,357.46,357.46,357.46,357.46
08/07/1971,357.46,357.46,357.46,357.46
09/07/1971,357.4,357.4,357.4,357.4
12/07/1971,357.41,357.41,357.41,357.41
13/07/1971,357.44,357.44,357.44,357.44
14/07/1971,357.4,357.4,357.4,357.4
15/07/1971,357.4,357.4,357.4,357.4
16/07/1971,357.4,357.4,357.4,357.4
19/07/1971,357.39,357.39,357.39,357.39
20/07/1971,357.39,357.39,357.39,357.39
21/07/1971,357.4,357.4,357.4,357.4
22/07/1971,357.37,357.37,357.37,357.37
23/07/1971,357.36,357.36,357.36,357.36
26/07/1971,357.4,357.4,357.4,357.4
27/07/1971,357.37,357.37,357.37,357.37
28/07/1971,357.4,357.4,357.4,357.4
29/07/1971,357.4,357.4,357.4,357.4
30/07/1971,357.39,357.39,357.39,357.39
02/08/1971,357.41,357.41,357.41,357.41
03/08/1971,357.37,357.37,357.37,357.37
04/08/1971,357.37,357.37,357.37,357.37
05/08/1971,357.37,357.37,357.37,357.37
06/08/1971,357.37,357.37,357.37,357.37
09/08/1971,357.35,357.35,357.35,357.35
10/08/1971,357.39,357.39,357.39,357.39
11/08/1971,357.35,357.35,357.35,357.35
12/08/1971,357.4,357.4,357.4,357.4
13/08/1971,357.35,357.35,357.35,357.35
16/08/1971,357.35,357.35,357.35,357.35
17/08/1971,357.35,357.35,357.35,357.35
18/08/1971,357.35,357.35,357.35,357.35
19/08/1971,357.35,357.35,357.35,357.35
20/08/1971,357.35,357.35,357.35,357.35
23/08/1971,357.35,357.35,357.35,357.35
24/08/1971,357.35,357.35,357.35,357.35
25/08/1971,357.35,357.35,357.35,357.35
26/08/1971,357.35,357.35,357.35,357.35
27/08/1971,357.35,357.35,357.35,357.35
30/08/1971,357.35,357.35,357.35,357.35
31/08/1971,339.85,339.85,339.85,339.85
01/09/1971,341.01,341.01,341.01,341.01
02/09/1971,338.98,338.98,338.98,338.98
03/09/1971,340.14,340.14,340.14,340.14
06/09/1971,340.14,340.14,340.14,340.14
07/09/1971,339.79,339.79,339.79,339.79
08/09/1971,339.39,339.39,339.39,339.39
09/09/1971,339.07,339.07,339.07,339.07
10/09/1971,338.81,338.81,338.81,338.81
13/09/1971,338.98,338.98,338.98,338.98
14/09/1971,338.24,338.24,338.24,338.24
15/09/1971,338.41,338.41,338.41,338.41
16/09/1971,337.84,337.84,337.84,337.84
17/09/1971,337.95,337.95,337.95,337.95
20/09/1971,337.27,337.27,337.27,337.27
21/09/1971,337.34,337.34,337.34,337.34
22/09/1971,337.44,337.44,337.44,337.44
23/09/1971,337.27,337.27,337.27,337.27
24/09/1971,336.98,336.98,336.98,336.98
27/09/1971,336.25,336.25,336.25,336.25
28/09/1971,336.36,336.36,336.36,336.36
29/09/1971,335.57,335.57,335.57,335.57
30/09/1971,335.35,335.35,335.35,335.35
01/10/1971,333.39,333.39,333.39,333.39
04/10/1971,333.17,333.17,333.17,333.17
05/10/1971,333.14,333.14,333.14,333.14
06/10/1971,332.65,332.65,332.65,332.65
07/10/1971,332.61,332.61,332.61,332.61
08/10/1971,332.37,332.37,332.37,332.37
11/10/1971,332.37,332.37,332.37,332.37
12/10/1971,330.52,330.52,330.52,330.52
13/10/1971,331.4,331.4,331.4,331.4
14/10/1971,330.85,330.85,330.85,330.85
15/10/1971,330.58,330.58,330.58,330.58
18/10/1971,329.6,329.6,329.6,329.6
19/10/1971,330.85,330.85,330.85,330.85
20/10/1971,331.07,331.07,331.07,331.07
21/10/1971,330.79,330.79,330.79,330.79
22/10/1971,330.36,330.36,330.36,330.36
25/10/1971,330.36,330.36,330.36,330.36
26/10/1971,329,329,329,329
27/10/1971,329.54,329.54,329.54,329.54
28/10/1971,329.71,329.71,329.71,329.71
29/10/1971,329.5,329.5,329.5,329.5
01/11/1971,329.45,329.45,329.45,329.45
02/11/1971,329.45,329.45,329.45,329.45
03/11/1971,329.5,329.5,329.5,329.5
04/11/1971,330.87,330.87,330.87,330.87
05/11/1971,329.16,329.16,329.16,329.16
08/11/1971,329.22,329.22,329.22,329.22
09/11/1971,329.16,329.16,329.16,329.16
10/11/1971,329.11,329.11,329.11,329.11
11/11/1971,329.11,329.11,329.11,329.11
12/11/1971,329.49,329.49,329.49,329.49
15/11/1971,328.73,328.73,328.73,328.73
16/11/1971,328.62,328.62,328.62,328.62
17/11/1971,328.8,328.8,328.8,328.8
18/11/1971,328.68,328.68,328.68,328.68
19/11/1971,328.4,328.4,328.4,328.4
22/11/1971,328.41,328.41,328.41,328.41
23/11/1971,328.19,328.19,328.19,328.19
24/11/1971,328.04,328.04,328.04,328.04
25/11/1971,328.04,328.04,328.04,328.04
26/11/1971,327.6,327.6,327.6,327.6
29/11/1971,327.06,327.06,327.06,327.06
30/11/1971,327.44,327.44,327.44,327.44
01/12/1971,327.6,327.6,327.6,327.6
02/12/1971,326,326,326,326
03/12/1971,325.1,325.1,325.1,325.1
06/12/1971,326.53,326.53,326.53,326.53
07/12/1971,323.62,323.62,323.62,323.62
08/12/1971,323.5,323.5,323.5,323.5
09/12/1971,323.52,323.52,323.52,323.52
10/12/1971,323.1,323.1,323.1,323.1
13/12/1971,322.79,322.79,322.79,322.79
14/12/1971,322.58,322.58,322.58,322.58
15/12/1971,321.54,321.54,321.54,321.54
16/12/1971,320,320,320,320
17/12/1971,320.36,320.36,320.36,320.36
20/12/1971,320.36,320.36,320.36,320.36
21/12/1971,314.98,314.98,314.98,314.98
22/12/1971,314.96,314.96,314.96,314.96
23/12/1971,315.01,315.01,315.01,315.01
24/12/1971,315.21,315.21,315.21,315.21
27/12/1971,314.96,314.96,314.96,314.96
28/12/1971,315.01,315.01,315.01,315.01
29/12/1971,315.21,315.21,315.21,315.21
30/12/1971,315.01,315.01,315.01,315.01
31/12/1971,315.01,315.01,315.01,315.01
03/01/1972,314.86,314.86,314.86,314.86
04/01/1972,314.96,314.96,314.96,314.96
05/01/1972,314.86,314.86,314.86,314.86
06/01/1972,312.01,312.01,312.01,312.01
07/01/1972,312.5,312.5,312.5,312.5
10/01/1972,312.99,312.99,312.99,312.99
11/01/1972,314.47,314.47,314.47,314.47
12/01/1972,313.48,313.48,313.48,313.48
13/01/1972,313.97,313.97,313.97,313.97
14/01/1972,312.99,312.99,312.99,312.99
17/01/1972,313.38,313.38,313.38,313.38
18/01/1972,312.89,312.89,312.89,312.89
19/01/1972,312.79,312.79,312.79,312.79
20/01/1972,312.01,312.01,312.01,312.01
21/01/1972,312.3,312.3,312.3,312.3
24/01/1972,312.21,312.21,312.21,312.21
25/01/1972,311.82,311.82,311.82,311.82
26/01/1972,311.53,311.53,311.53,311.53
27/01/1972,310.08,310.08,310.08,310.08
28/01/1972,310.46,310.46,310.46,310.46
31/01/1972,310.56,310.56,310.56,310.56
01/02/1972,310.37,310.37,310.37,310.37
02/02/1972,308.55,308.55,308.55,308.55
03/02/1972,309.12,309.12,309.12,309.12
04/02/1972,308.64,308.64,308.64,308.64
07/02/1972,308.17,308.17,308.17,308.17
08/02/1972,307.69,307.69,307.69,307.69
09/02/1972,304.79,304.79,304.79,304.79
10/02/1972,304.69,304.69,304.69,304.69
11/02/1972,304.69,304.69,304.69,304.69
14/02/1972,304.23,304.23,304.23,304.23
15/02/1972,304.14,304.14,304.14,304.14
16/02/1972,303.95,303.95,303.95,303.95
17/02/1972,303.95,303.95,303.95,303.95
18/02/1972,303.49,303.49,303.49,303.49
21/02/1972,303.49,303.49,303.49,303.49
22/02/1972,302.85,302.85,302.85,302.85
23/02/1972,302.48,302.48,302.48,302.48
24/02/1972,302.11,302.11,302.11,302.11
25/02/1972,302.48,302.48,302.48,302.48
28/02/1972,303.95,303.95,303.95,303.95
29/02/1972,303.4,303.4,303.4,303.4
01/03/1972,303.21,303.21,303.21,303.21
02/03/1972,303.03,303.03,303.03,303.03
03/03/1972,302.66,302.66,302.66,302.66
06/03/1972,302.75,302.75,302.75,302.75
07/03/1972,302.3,302.3,302.3,302.3
08/03/1972,302.02,302.02,302.02,302.02
09/03/1972,301.66,301.66,301.66,301.66
10/03/1972,301.93,301.93,301.93,301.93
13/03/1972,302.3,302.3,302.3,302.3
14/03/1972,302.21,302.21,302.21,302.21
15/03/1972,302.11,302.11,302.11,302.11
16/03/1972,302.02,302.02,302.02,302.02
17/03/1972,302.11,302.11,302.11,302.11
20/03/1972,302.3,302.3,302.3,302.3
21/03/1972,302.11,302.11,302.11,302.11
22/03/1972,302.11,302.11,302.11,302.11
23/03/1972,301.93,301.93,301.93,301.93
24/03/1972,302.3,302.3,302.3,302.3
27/03/1972,302.57,302.57,302.57,302.57
28/03/1972,302.85,302.85,302.85,302.85
29/03/1972,303.77,303.77,303.77,303.77
30/03/1972,303.77,303.77,303.77,303.77
31/03/1972,304.32,304.32,304.32,304.32
03/04/1972,304.14,304.14,304.14,304.14
04/04/1972,304.97,304.97,304.97,304.97
05/04/1972,305.16,305.16,305.16,305.16
06/04/1972,304.88,304.88,304.88,304.88
07/04/1972,303.21,303.21,303.21,303.21
10/04/1972,302.11,302.11,302.11,302.11
11/04/1972,302.3,302.3,302.3,302.3
12/04/1972,302.43,302.43,302.43,302.43
13/04/1972,302.57,302.57,302.57,302.57
14/04/1972,302.94,302.94,302.94,302.94
17/04/1972,302.57,302.57,302.57,302.57
18/04/1972,302.39,302.39,302.39,302.39
19/04/1972,302.94,302.94,302.94,302.94
20/04/1972,303.03,303.03,303.03,303.03
21/04/1972,303.21,303.21,303.21,303.21
24/04/1972,305.16,305.16,305.16,305.16
25/04/1972,304.32,304.32,304.32,304.32
26/04/1972,303.77,303.77,303.77,303.77
27/04/1972,304.23,304.23,304.23,304.23
28/04/1972,304.88,304.88,304.88,304.88
01/05/1972,304.41,304.41,304.41,304.41
02/05/1972,304.23,304.23,304.23,304.23
03/05/1972,304.32,304.32,304.32,304.32
04/05/1972,304.23,304.23,304.23,304.23
05/05/1972,304.32,304.32,304.32,304.32
08/05/1972,305.06,305.06,305.06,305.06
09/05/1972,304.97,304.97,304.97,304.97
10/05/1972,303.77,303.77,303.77,303.77
11/05/1972,303.58,303.58,303.58,303.58
12/05/1972,303.86,303.86,303.86,303.86
15/05/1972,304.32,304.32,304.32,304.32
16/05/1972,304.41,304.41,304.41,304.41
17/05/1972,304.51,304.51,304.51,304.51
18/05/1972,304.6,304.6,304.6,304.6
19/05/1972,304.04,304.04,304.04,304.04
22/05/1972,304.41,304.41,304.41,304.41
23/05/1972,304.23,304.23,304.23,304.23
24/05/1972,304.32,304.32,304.32,304.32
25/05/1972,304.32,304.32,304.32,304.32
26/05/1972,304.41,304.41,304.41,304.41
29/05/1972,304.41,304.41,304.41,304.41
30/05/1972,305.34,305.34,305.34,305.34
31/05/1972,304.69,304.69,304.69,304.69
01/06/1972,304.41,304.41,304.41,304.41
02/06/1972,304.23,304.23,304.23,304.23
05/06/1972,304.69,304.69,304.69,304.69
06/06/1972,304.51,304.51,304.51,304.51
07/06/1972,304.41,304.41,304.41,304.41
08/06/1972,304.32,304.32,304.32,304.32
09/06/1972,304.23,304.23,304.23,304.23
12/06/1972,304.51,304.51,304.51,304.51
13/06/1972,304.04,304.04,304.04,304.04
14/06/1972,303.95,303.95,303.95,303.95
15/06/1972,304.04,304.04,304.04,304.04
16/06/1972,303.95,303.95,303.95,303.95
19/06/1972,303.86,303.86,303.86,303.86
20/06/1972,303.4,303.4,303.4,303.4
21/06/1972,302.94,302.94,302.94,302.94
22/06/1972,302.07,302.07,302.07,302.07
23/06/1972,294.12,294.12,294.12,294.12
26/06/1972,298.51,298.51,298.51,298.51
27/06/1972,298.51,298.51,298.51,298.51
28/06/1972,296.74,296.74,296.74,296.74
29/06/1972,300.75,300.75,300.75,300.75
30/06/1972,300.93,300.93,300.93,300.93
03/07/1972,300.84,300.84,300.84,300.84
04/07/1972,300.84,300.84,300.84,300.84
05/07/1972,300.03,300.03,300.03,300.03
06/07/1972,300.57,300.57,300.57,300.57
07/07/1972,300.93,300.93,300.93,300.93
10/07/1972,301.3,301.3,301.3,301.3
11/07/1972,301.57,301.57,301.57,301.57
12/07/1972,301.2,301.2,301.2,301.2
13/07/1972,301.02,301.02,301.02,301.02
14/07/1972,301.2,301.2,301.2,301.2
17/07/1972,301.02,301.02,301.02,301.02
18/07/1972,300.75,300.75,300.75,300.75
19/07/1972,301.2,301.2,301.2,301.2
20/07/1972,300.93,300.93,300.93,300.93
21/07/1972,301.11,301.11,301.11,301.11
24/07/1972,301.2,301.2,301.2,301.2
25/07/1972,300.75,300.75,300.75,300.75
26/07/1972,301.2,301.2,301.2,301.2
27/07/1972,301.2,301.2,301.2,301.2
28/07/1972,301.2,301.2,301.2,301.2
31/07/1972,301.39,301.39,301.39,301.39
01/08/1972,301.2,301.2,301.2,301.2
02/08/1972,301.2,301.2,301.2,301.2
03/08/1972,301.2,301.2,301.2,301.2
04/08/1972,300.93,300.93,300.93,300.93
07/08/1972,301.11,301.11,301.11,301.11
08/08/1972,301.2,301.2,301.2,301.2
09/08/1972,301.2,301.2,301.2,301.2
10/08/1972,301.11,301.11,301.11,301.11
11/08/1972,301.11,301.11,301.11,301.11
14/08/1972,301.11,301.11,301.11,301.11
15/08/1972,301.2,301.2,301.2,301.2
16/08/1972,301.2,301.2,301.2,301.2
17/08/1972,301.2,301.2,301.2,301.2
18/08/1972,301.2,301.2,301.2,301.2
21/08/1972,301.11,301.11,301.11,301.11
22/08/1972,301.2,301.2,301.2,301.2
23/08/1972,301.2,301.2,301.2,301.2
24/08/1972,301.2,301.2,301.2,301.2
25/08/1972,301.2,301.2,301.2,301.2
28/08/1972,301.2,301.2,301.2,301.2
29/08/1972,301.2,301.2,301.2,301.2
30/08/1972,301.11,301.11,301.11,301.11
31/08/1972,301.11,301.11,301.11,301.11
01/09/1972,301.11,301.11,301.11,301.11
04/09/1972,301.11,301.11,301.11,301.11
05/09/1972,301.2,301.2,301.2,301.2
06/09/1972,301.2,301.2,301.2,301.2
07/09/1972,301.11,301.11,301.11,301.11
08/09/1972,301.11,301.11,301.11,301.11
11/09/1972,301.2,301.2,301.2,301.2
12/09/1972,301.11,301.11,301.11,301.11
13/09/1972,301.11,301.11,301.11,301.11
14/09/1972,301.11,301.11,301.11,301.11
15/09/1972,301.11,301.11,301.11,301.11
18/09/1972,301.11,301.11,301.11,301.11
19/09/1972,301.11,301.11,301.11,301.11
20/09/1972,301.11,301.11,301.11,301.11
21/09/1972,301.11,301.11,301.11,301.11
22/09/1972,301.11,301.11,301.11,301.11
25/09/1972,301.11,301.11,301.11,301.11
26/09/1972,301.11,301.11,301.11,301.11
27/09/1972,301.02,301.02,301.02,301.02
28/09/1972,301.11,301.11,301.11,301.11
29/09/1972,301.11,301.11,301.11,301.11
02/10/1972,301.11,301.11,301.11,301.11
03/10/1972,301.11,301.11,301.11,301.11
04/10/1972,301.11,301.11,301.11,301.11
05/10/1972,301.11,301.11,301.11,301.11
06/10/1972,300.93,300.93,300.93,300.93
09/10/1972,300.93,300.93,300.93,300.93
10/10/1972,300.93,300.93,300.93,300.93
11/10/1972,301.02,301.02,301.02,301.02
12/10/1972,301.02,301.02,301.02,301.02
13/10/1972,301.11,301.11,301.11,301.11
16/10/1972,301.11,301.11,301.11,301.11
17/10/1972,301.11,301.11,301.11,301.11
18/10/1972,301.11,301.11,301.11,301.11
19/10/1972,301.02,301.02,301.02,301.02
20/10/1972,300.75,300.75,300.75,300.75
23/10/1972,300.75,300.75,300.75,300.75
24/10/1972,301.02,301.02,301.02,301.02
25/10/1972,301.2,301.2,301.2,301.2
26/10/1972,300.84,300.84,300.84,300.84
27/10/1972,300.48,300.48,300.48,300.48
30/10/1972,301.02,301.02,301.02,301.02
31/10/1972,301.11,301.11,301.11,301.11
01/11/1972,301.02,301.02,301.02,301.02
02/11/1972,300.66,300.66,300.66,300.66
03/11/1972,299.94,299.94,299.94,299.94
06/11/1972,301.02,301.02,301.02,301.02
07/11/1972,301.02,301.02,301.02,301.02
08/11/1972,301.02,301.02,301.02,301.02
09/11/1972,301.02,301.02,301.02,301.02
10/11/1972,300.93,300.93,300.93,300.93
13/11/1972,301.02,301.02,301.02,301.02
14/11/1972,301.02,301.02,301.02,301.02
15/11/1972,301.11,301.11,301.11,301.11
16/11/1972,301.11,301.11,301.11,301.11
17/11/1972,301.02,301.02,301.02,301.02
20/11/1972,301.11,301.11,301.11,301.11
21/11/1972,301.11,301.11,301.11,301.11
22/11/1972,301.11,301.11,301.11,301.11
23/11/1972,301.11,301.11,301.11,301.11
24/11/1972,301.02,301.02,301.02,301.02
27/11/1972,301.11,301.11,301.11,301.11
28/11/1972,301.2,301.2,301.2,301.2
29/11/1972,301.11,301.11,301.11,301.11
30/11/1972,301.11,301.11,301.11,301.11
01/12/1972,301.11,301.11,301.11,301.11
04/12/1972,301.11,301.11,301.11,301.11
05/12/1972,301.11,301.11,301.11,301.11
06/12/1972,301.11,301.11,301.11,301.11
07/12/1972,301.11,301.11,301.11,301.11
08/12/1972,301.11,301.11,301.11,301.11
11/12/1972,301.07,301.07,301.07,301.07
12/12/1972,301.11,301.11,301.11,301.11
13/12/1972,301.11,301.11,301.11,301.11
14/12/1972,301.11,301.11,301.11,301.11
15/12/1972,301.11,301.11,301.11,301.11
18/12/1972,301.11,301.11,301.11,301.11
19/12/1972,301.11,301.11,301.11,301.11
20/12/1972,301.11,301.11,301.11,301.11
21/12/1972,301.11,301.11,301.11,301.11
22/12/1972,301.11,301.11,301.11,301.11
25/12/1972,301.11,301.11,301.11,301.11
26/12/1972,301.39,301.39,301.39,301.39
27/12/1972,302.02,302.02,302.02,302.02
28/12/1972,302.02,302.02,302.02,302.02
29/12/1972,301.66,301.66,301.66,301.66
01/01/1973,301.66,301.66,301.66,301.66
02/01/1973,301.39,301.39,301.39,301.39
03/01/1973,301.43,301.43,301.43,301.43
04/01/1973,301.2,301.2,301.2,301.2
05/01/1973,301.3,301.3,301.3,301.3
08/01/1973,302.21,302.21,302.21,302.21
09/01/1973,302.07,302.07,302.07,302.07
10/01/1973,301.84,301.84,301.84,301.84
11/01/1973,301.48,301.48,301.48,301.48
12/01/1973,301.66,301.66,301.66,301.66
15/01/1973,301.66,301.66,301.66,301.66
16/01/1973,301.93,301.93,301.93,301.93
17/01/1973,302.11,302.11,302.11,302.11
18/01/1973,302.21,302.21,302.21,302.21
19/01/1973,302.57,302.57,302.57,302.57
22/01/1973,302.48,302.48,302.48,302.48
23/01/1973,301.66,301.66,301.66,301.66
24/01/1973,302.11,302.11,302.11,302.11
25/01/1973,301.84,301.84,301.84,301.84
26/01/1973,301.75,301.75,301.75,301.75
29/01/1973,301.66,301.66,301.66,301.66
30/01/1973,301.39,301.39,301.39,301.39
31/01/1973,301.39,301.39,301.39,301.39
01/02/1973,300.93,300.93,300.93,300.93
02/02/1973,299.58,299.58,299.58,299.58
05/02/1973,300.75,300.75,300.75,300.75
06/02/1973,299.85,299.85,299.85,299.85
07/02/1973,299.85,299.85,299.85,299.85
08/02/1973,299.4,299.4,299.4,299.4
09/02/1973,293.26,293.26,293.26,293.26
12/02/1973,293.26,293.26,293.26,293.26
13/02/1973,266.67,266.67,266.67,266.67
14/02/1973,265.96,265.96,265.96,265.96
15/02/1973,263.02,263.02,263.02,263.02
16/02/1973,263.85,263.85,263.85,263.85
19/02/1973,263.85,263.85,263.85,263.85
20/02/1973,265.96,265.96,265.96,265.96
21/02/1973,264.9,264.9,264.9,264.9
22/02/1973,265.46,265.46,265.46,265.46
23/02/1973,264.9,264.9,264.9,264.9
26/02/1973,265.6,265.6,265.6,265.6
27/02/1973,265.96,265.96,265.96,265.96
28/02/1973,265.67,265.67,265.67,265.67
01/03/1973,265.6,265.6,265.6,265.6
02/03/1973,262.12,262.12,262.12,262.12
05/03/1973,259.07,259.07,259.07,259.07
06/03/1973,261.78,261.78,261.78,261.78
07/03/1973,261.92,261.92,261.92,261.92
08/03/1973,261.44,261.44,261.44,261.44
09/03/1973,260.42,260.42,260.42,260.42
12/03/1973,257.07,257.07,257.07,257.07
13/03/1973,254.97,254.97,254.97,254.97
14/03/1973,254.45,254.45,254.45,254.45
15/03/1973,255.75,255.75,255.75,255.75
16/03/1973,260.08,260.08,260.08,260.08
19/03/1973,263.16,263.16,263.16,263.16
20/03/1973,263.16,263.16,263.16,263.16
21/03/1973,263.16,263.16,263.16,263.16
22/03/1973,263.5,263.5,263.5,263.5
23/03/1973,266.03,266.03,266.03,266.03
26/03/1973,265.53,265.53,265.53,265.53
27/03/1973,265.39,265.39,265.39,265.39
28/03/1973,265.6,265.6,265.6,265.6
29/03/1973,265.67,265.67,265.67,265.67
30/03/1973,265.96,265.96,265.96,265.96
02/04/1973,266.03,266.03,266.03,266.03
03/04/1973,265.46,265.46,265.46,265.46
04/04/1973,264.97,264.97,264.97,264.97
05/04/1973,264.55,264.55,264.55,264.55
06/04/1973,264.76,264.76,264.76,264.76
09/04/1973,265.53,265.53,265.53,265.53
10/04/1973,265.53,265.53,265.53,265.53
11/04/1973,265.67,265.67,265.67,265.67
12/04/1973,266.03,266.03,266.03,266.03
13/04/1973,265.89,265.89,265.89,265.89
16/04/1973,265.6,265.6,265.6,265.6
17/04/1973,265.46,265.46,265.46,265.46
18/04/1973,265.46,265.46,265.46,265.46
19/04/1973,265.53,265.53,265.53,265.53
20/04/1973,265.6,265.6,265.6,265.6
23/04/1973,265.6,265.6,265.6,265.6
24/04/1973,265.46,265.46,265.46,265.46
25/04/1973,265.46,265.46,265.46,265.46
26/04/1973,265.6,265.6,265.6,265.6
27/04/1973,265.6,265.6,265.6,265.6
30/04/1973,265.53,265.53,265.53,265.53
01/05/1973,265.53,265.53,265.53,265.53
