,USDCAD Curncy,USDCAD Curncy,USDCAD Curncy,USDCAD Curncy
,high,low,open,last_price
04/01/1971,1.0109,1.0109,1.0109,1.0109
05/01/1971,1.0102,1.0102,1.0102,1.0102
06/01/1971,1.0106,1.0106,1.0106,1.0106
07/01/1971,1.0148,1.0148,1.0148,1.0148
08/01/1971,1.0154,1.0154,1.0154,1.0154
11/01/1971,1.0159,1.0159,1.0159,1.0159
12/01/1971,1.013,1.013,1.013,1.013
13/01/1971,1.0122,1.0122,1.0122,1.0122
14/01/1971,1.0133,1.0133,1.0133,1.0133
15/01/1971,1.0135,1.0135,1.0135,1.0135
18/01/1971,1.0126,1.0126,1.0126,1.0126
19/01/1971,1.0111,1.0111,1.0111,1.0111
20/01/1971,1.0115,1.0115,1.0115,1.0115
21/01/1971,1.0109,1.0109,1.0109,1.0109
22/01/1971,1.0117,1.0117,1.0117,1.0117
25/01/1971,1.0111,1.0111,1.0111,1.0111
26/01/1971,1.0107,1.0107,1.0107,1.0107
27/01/1971,1.0101,1.0101,1.0101,1.0101
28/01/1971,1.009,1.009,1.009,1.009
29/01/1971,1.008,1.008,1.008,1.008
01/02/1971,1.0076,1.0076,1.0076,1.0076
02/02/1971,1.0087,1.0087,1.0087,1.0087
03/02/1971,1.0085,1.0085,1.0085,1.0085
04/02/1971,1.0078,1.0078,1.0078,1.0078
05/02/1971,1.0078,1.0078,1.0078,1.0078
08/02/1971,1.0083,1.0083,1.0083,1.0083
09/02/1971,1.0083,1.0083,1.0083,1.0083
10/02/1971,1.0086,1.0086,1.0086,1.0086
11/02/1971,1.0086,1.0086,1.0086,1.0086
12/02/1971,1.0086,1.0086,1.0086,1.0086
15/02/1971,1.0086,1.0086,1.0086,1.0086
16/02/1971,1.0084,1.0084,1.0084,1.0084
17/02/1971,1.0087,1.0087,1.0087,1.0087
18/02/1971,1.0076,1.0076,1.0076,1.0076
19/02/1971,1.0066,1.0066,1.0066,1.0066
22/02/1971,1.0043,1.0043,1.0043,1.0043
23/02/1971,1.0035,1.0035,1.0035,1.0035
24/02/1971,1.0075,1.0075,1.0075,1.0075
25/02/1971,1.0066,1.0066,1.0066,1.0066
26/02/1971,1.007,1.007,1.007,1.007
01/03/1971,1.0076,1.0076,1.0076,1.0076
02/03/1971,1.0071,1.0071,1.0071,1.0071
03/03/1971,1.0073,1.0073,1.0073,1.0073
04/03/1971,1.0064,1.0064,1.0064,1.0064
05/03/1971,1.0047,1.0047,1.0047,1.0047
08/03/1971,1.003,1.003,1.003,1.003
09/03/1971,1.004,1.004,1.004,1.004
10/03/1971,1.0036,1.0036,1.0036,1.0036
11/03/1971,1.0049,1.0049,1.0049,1.0049
12/03/1971,1.0056,1.0056,1.0056,1.0056
15/03/1971,1.0059,1.0059,1.0059,1.0059
16/03/1971,1.0052,1.0052,1.0052,1.0052
17/03/1971,1.0056,1.0056,1.0056,1.0056
18/03/1971,1.0065,1.0065,1.0065,1.0065
19/03/1971,1.0077,1.0077,1.0077,1.0077
22/03/1971,1.0079,1.0079,1.0079,1.0079
23/03/1971,1.0078,1.0078,1.0078,1.0078
24/03/1971,1.0076,1.0076,1.0076,1.0076
25/03/1971,1.007,1.007,1.007,1.007
26/03/1971,1.0074,1.0074,1.0074,1.0074
29/03/1971,1.0075,1.0075,1.0075,1.0075
30/03/1971,1.0082,1.0082,1.0082,1.0082
31/03/1971,1.0081,1.0081,1.0081,1.0081
01/04/1971,1.0076,1.0076,1.0076,1.0076
02/04/1971,1.0073,1.0073,1.0073,1.0073
05/04/1971,1.0071,1.0071,1.0071,1.0071
06/04/1971,1.0062,1.0062,1.0062,1.0062
07/04/1971,1.0069,1.0069,1.0069,1.0069
08/04/1971,1.0071,1.0071,1.0071,1.0071
09/04/1971,1.0068,1.0068,1.0068,1.0068
12/04/1971,1.0069,1.0069,1.0069,1.0069
13/04/1971,1.0076,1.0076,1.0076,1.0076
14/04/1971,1.0081,1.0081,1.0081,1.0081
15/04/1971,1.0075,1.0075,1.0075,1.0075
16/04/1971,1.0068,1.0068,1.0068,1.0068
19/04/1971,1.0073,1.0073,1.0073,1.0073
20/04/1971,1.0075,1.0075,1.0075,1.0075
21/04/1971,1.0073,1.0073,1.0073,1.0073
22/04/1971,1.0076,1.0076,1.0076,1.0076
23/04/1971,1.0085,1.0085,1.0085,1.0085
26/04/1971,1.0092,1.0092,1.0092,1.0092
27/04/1971,1.0095,1.0095,1.0095,1.0095
28/04/1971,1.0089,1.0089,1.0089,1.0089
29/04/1971,1.0086,1.0086,1.0086,1.0086
30/04/1971,1.0091,1.0091,1.0091,1.0091
03/05/1971,1.0089,1.0089,1.0089,1.0089
04/05/1971,1.009,1.009,1.009,1.009
05/05/1971,1.0074,1.0074,1.0074,1.0074
06/05/1971,1.0074,1.0074,1.0074,1.0074
07/05/1971,1.0069,1.0069,1.0069,1.0069
10/05/1971,1.0084,1.0084,1.0084,1.0084
11/05/1971,1.0084,1.0084,1.0084,1.0084
12/05/1971,1.0083,1.0083,1.0083,1.0083
13/05/1971,1.0089,1.0089,1.0089,1.0089
14/05/1971,1.0089,1.0089,1.0089,1.0089
17/05/1971,1.0089,1.0089,1.0089,1.0089
18/05/1971,1.0089,1.0089,1.0089,1.0089
19/05/1971,1.0095,1.0095,1.0095,1.0095
20/05/1971,1.0093,1.0093,1.0093,1.0093
21/05/1971,1.0092,1.0092,1.0092,1.0092
24/05/1971,1.009,1.009,1.009,1.009
25/05/1971,1.0091,1.0091,1.0091,1.0091
26/05/1971,1.0086,1.0086,1.0086,1.0086
27/05/1971,1.0093,1.0093,1.0093,1.0093
28/05/1971,1.0101,1.0101,1.0101,1.0101
31/05/1971,1.0101,1.0101,1.0101,1.0101
01/06/1971,1.0126,1.0126,1.0126,1.0126
02/06/1971,1.0134,1.0134,1.0134,1.0134
03/06/1971,1.0185,1.0185,1.0185,1.0185
04/06/1971,1.0174,1.0174,1.0174,1.0174
07/06/1971,1.0161,1.0161,1.0161,1.0161
08/06/1971,1.0179,1.0179,1.0179,1.0179
09/06/1971,1.0186,1.0186,1.0186,1.0186
10/06/1971,1.0239,1.0239,1.0239,1.0239
11/06/1971,1.0239,1.0239,1.0239,1.0239
14/06/1971,1.0232,1.0232,1.0232,1.0232
15/06/1971,1.0248,1.0248,1.0248,1.0248
16/06/1971,1.0244,1.0244,1.0244,1.0244
17/06/1971,1.0242,1.0242,1.0242,1.0242
18/06/1971,1.0225,1.0225,1.0225,1.0225
21/06/1971,1.0242,1.0242,1.0242,1.0242
22/06/1971,1.0243,1.0243,1.0243,1.0243
23/06/1971,1.0234,1.0234,1.0234,1.0234
24/06/1971,1.0242,1.0242,1.0242,1.0242
25/06/1971,1.0233,1.0233,1.0233,1.0233
28/06/1971,1.0221,1.0221,1.0221,1.0221
29/06/1971,1.023,1.023,1.023,1.023
30/06/1971,1.0235,1.0235,1.0235,1.0235
01/07/1971,1.0232,1.0232,1.0232,1.0232
02/07/1971,1.0226,1.0226,1.0226,1.0226
05/07/1971,1.0226,1.0226,1.0226,1.0226
06/07/1971,1.023,1.023,1.023,1.023
07/07/1971,1.0233,1.0233,1.0233,1.0233
08/07/1971,1.023,1.023,1.023,1.023
09/07/1971,1.023,1.023,1.023,1.023
12/07/1971,1.0231,1.0231,1.0231,1.0231
13/07/1971,1.0231,1.0231,1.0231,1.0231
14/07/1971,1.023,1.023,1.023,1.023
15/07/1971,1.0227,1.0227,1.0227,1.0227
16/07/1971,1.0228,1.0228,1.0228,1.0228
19/07/1971,1.0222,1.0222,1.0222,1.0222
20/07/1971,1.0203,1.0203,1.0203,1.0203
21/07/1971,1.02,1.02,1.02,1.02
22/07/1971,1.0175,1.0175,1.0175,1.0175
23/07/1971,1.0151,1.0151,1.0151,1.0151
26/07/1971,1.0176,1.0176,1.0176,1.0176
27/07/1971,1.0205,1.0205,1.0205,1.0205
28/07/1971,1.0221,1.0221,1.0221,1.0221
29/07/1971,1.0207,1.0207,1.0207,1.0207
30/07/1971,1.0188,1.0188,1.0188,1.0188
02/08/1971,1.0193,1.0193,1.0193,1.0193
03/08/1971,1.0195,1.0195,1.0195,1.0195
04/08/1971,1.0185,1.0185,1.0185,1.0185
05/08/1971,1.0168,1.0168,1.0168,1.0168
06/08/1971,1.0186,1.0186,1.0186,1.0186
09/08/1971,1.0186,1.0186,1.0186,1.0186
10/08/1971,1.0128,1.0128,1.0128,1.0128
11/08/1971,1.0143,1.0143,1.0143,1.0143
12/08/1971,1.0132,1.0132,1.0132,1.0132
13/08/1971,1.0119,1.0119,1.0119,1.0119
16/08/1971,1.0119,1.0119,1.0119,1.0119
17/08/1971,1.0119,1.0119,1.0119,1.0119
18/08/1971,1.0119,1.0119,1.0119,1.0119
19/08/1971,1.0112,1.0112,1.0112,1.0112
20/08/1971,1.0113,1.0113,1.0113,1.0113
23/08/1971,1.0128,1.0128,1.0128,1.0128
24/08/1971,1.0143,1.0143,1.0143,1.0143
25/08/1971,1.0121,1.0121,1.0121,1.0121
26/08/1971,1.0106,1.0106,1.0106,1.0106
27/08/1971,1.01,1.01,1.01,1.01
30/08/1971,1.0135,1.0135,1.0135,1.0135
31/08/1971,1.0142,1.0142,1.0142,1.0142
01/09/1971,1.0162,1.0162,1.0162,1.0162
02/09/1971,1.0143,1.0143,1.0143,1.0143
03/09/1971,1.0146,1.0146,1.0146,1.0146
06/09/1971,1.0146,1.0146,1.0146,1.0146
07/09/1971,1.0162,1.0162,1.0162,1.0162
08/09/1971,1.0161,1.0161,1.0161,1.0161
09/09/1971,1.0157,1.0157,1.0157,1.0157
10/09/1971,1.0159,1.0159,1.0159,1.0159
13/09/1971,1.0161,1.0161,1.0161,1.0161
14/09/1971,1.0153,1.0153,1.0153,1.0153
15/09/1971,1.0141,1.0141,1.0141,1.0141
16/09/1971,1.0142,1.0142,1.0142,1.0142
17/09/1971,1.0136,1.0136,1.0136,1.0136
20/09/1971,1.012,1.012,1.012,1.012
21/09/1971,1.0122,1.0122,1.0122,1.0122
22/09/1971,1.0119,1.0119,1.0119,1.0119
23/09/1971,1.0092,1.0092,1.0092,1.0092
24/09/1971,1.0066,1.0066,1.0066,1.0066
27/09/1971,1.0098,1.0098,1.0098,1.0098
28/09/1971,1.0099,1.0099,1.0099,1.0099
29/09/1971,1.0098,1.0098,1.0098,1.0098
30/09/1971,1.0093,1.0093,1.0093,1.0093
01/10/1971,1.0091,1.0091,1.0091,1.0091
04/10/1971,1.0082,1.0082,1.0082,1.0082
05/10/1971,1.0079,1.0079,1.0079,1.0079
06/10/1971,1.0075,1.0075,1.0075,1.0075
07/10/1971,1.0062,1.0062,1.0062,1.0062
08/10/1971,1.0057,1.0057,1.0057,1.0057
11/10/1971,1.0057,1.0057,1.0057,1.0057
12/10/1971,1.0054,1.0054,1.0054,1.0054
13/10/1971,1.0056,1.0056,1.0056,1.0056
14/10/1971,1.0045,1.0045,1.0045,1.0045
15/10/1971,1.0051,1.0051,1.0051,1.0051
18/10/1971,1.0045,1.0045,1.0045,1.0045
19/10/1971,1.0036,1.0036,1.0036,1.0036
20/10/1971,1.0034,1.0034,1.0034,1.0034
21/10/1971,1.0034,1.0034,1.0034,1.0034
22/10/1971,1.0007,1.0007,1.0007,1.0007
25/10/1971,1.0007,1.0007,1.0007,1.0007
26/10/1971,1.0019,1.0019,1.0019,1.0019
27/10/1971,1.0013,1.0013,1.0013,1.0013
28/10/1971,1.0017,1.0017,1.0017,1.0017
29/10/1971,1.0036,1.0036,1.0036,1.0036
01/11/1971,1.0054,1.0054,1.0054,1.0054
02/11/1971,1.0054,1.0054,1.0054,1.0054
03/11/1971,1.0036,1.0036,1.0036,1.0036
04/11/1971,1.0042,1.0042,1.0042,1.0042
05/11/1971,1.0048,1.0048,1.0048,1.0048
08/11/1971,1.0058,1.0058,1.0058,1.0058
09/11/1971,1.006,1.006,1.006,1.006
10/11/1971,1.0053,1.0053,1.0053,1.0053
11/11/1971,1.0048,1.0048,1.0048,1.0048
12/11/1971,1.0045,1.0045,1.0045,1.0045
15/11/1971,1.0038,1.0038,1.0038,1.0038
16/11/1971,1.0034,1.0034,1.0034,1.0034
17/11/1971,1.0037,1.0037,1.0037,1.0037
18/11/1971,1.0036,1.0036,1.0036,1.0036
19/11/1971,1.0027,1.0027,1.0027,1.0027
22/11/1971,1.0027,1.0027,1.0027,1.0027
23/11/1971,1.0027,1.0027,1.0027,1.0027
24/11/1971,1.0026,1.0026,1.0026,1.0026
25/11/1971,1.0026,1.0026,1.0026,1.0026
26/11/1971,1.0027,1.0027,1.0027,1.0027
29/11/1971,1.0027,1.0027,1.0027,1.0027
30/11/1971,1.0036,1.0036,1.0036,1.0036
01/12/1971,1.003,1.003,1.003,1.003
02/12/1971,1.0027,1.0027,1.0027,1.0027
03/12/1971,1.0026,1.0026,1.0026,1.0026
06/12/1971,1.001,1.001,1.001,1.001
07/12/1971,1.0011,1.0011,1.0011,1.0011
08/12/1971,0.9997,0.9997,0.9997,0.9997
09/12/1971,0.9978,0.9978,0.9978,0.9978
10/12/1971,0.9957,0.9957,0.9957,0.9957
13/12/1971,0.9967,0.9967,0.9967,0.9967
14/12/1971,0.9971,0.9971,0.9971,0.9971
15/12/1971,0.9969,0.9969,0.9969,0.9969
16/12/1971,0.9973,0.9973,0.9973,0.9973
17/12/1971,0.9967,0.9967,0.9967,0.9967
20/12/1971,0.9967,0.9967,0.9967,0.9967
21/12/1971,0.9967,0.9967,0.9967,0.9967
22/12/1971,0.9985,0.9985,0.9985,0.9985
23/12/1971,1.0004,1.0004,1.0004,1.0004
24/12/1971,1.0006,1.0006,1.0006,1.0006
27/12/1971,1.0002,1.0002,1.0002,1.0002
28/12/1971,1.0014,1.0014,1.0014,1.0014
29/12/1971,1.0019,1.0019,1.0019,1.0019
30/12/1971,1.0008,1.0008,1.0008,1.0008
31/12/1971,1.0024,1.0024,1.0024,1.0024
03/01/1972,1.0041,1.0041,1.0041,1.0041
04/01/1972,1.0052,1.0052,1.0052,1.0052
05/01/1972,1.005,1.005,1.005,1.005
06/01/1972,1.005,1.005,1.005,1.005
07/01/1972,1.0068,1.0068,1.0068,1.0068
10/01/1972,1.0068,1.0068,1.0068,1.0068
11/01/1972,1.0068,1.0068,1.0068,1.0068
12/01/1972,1.0068,1.0068,1.0068,1.0068
13/01/1972,1.0071,1.0071,1.0071,1.0071
14/01/1972,1.0061,1.0061,1.0061,1.0061
17/01/1972,1.0045,1.0045,1.0045,1.0045
18/01/1972,1.0065,1.0065,1.0065,1.0065
19/01/1972,1.0061,1.0061,1.0061,1.0061
20/01/1972,1.0065,1.0065,1.0065,1.0065
21/01/1972,1.0063,1.0063,1.0063,1.0063
24/01/1972,1.0056,1.0056,1.0056,1.0056
25/01/1972,1.0046,1.0046,1.0046,1.0046
26/01/1972,1.0046,1.0046,1.0046,1.0046
27/01/1972,1.0045,1.0045,1.0045,1.0045
28/01/1972,1.0046,1.0046,1.0046,1.0046
31/01/1972,1.0056,1.0056,1.0056,1.0056
01/02/1972,1.0063,1.0063,1.0063,1.0063
02/02/1972,1.0058,1.0058,1.0058,1.0058
03/02/1972,1.0057,1.0057,1.0057,1.0057
04/02/1972,1.0058,1.0058,1.0058,1.0058
07/02/1972,1.006,1.006,1.006,1.006
08/02/1972,1.0065,1.0065,1.0065,1.0065
09/02/1972,1.0058,1.0058,1.0058,1.0058
10/02/1972,1.0057,1.0057,1.0057,1.0057
11/02/1972,1.0057,1.0057,1.0057,1.0057
14/02/1972,1.0057,1.0057,1.0057,1.0057
15/02/1972,1.005,1.005,1.005,1.005
16/02/1972,1.0047,1.0047,1.0047,1.0047
17/02/1972,1.0045,1.0045,1.0045,1.0045
18/02/1972,1.004,1.004,1.004,1.004
21/02/1972,1.004,1.004,1.004,1.004
22/02/1972,1.0034,1.0034,1.0034,1.0034
23/02/1972,1.0047,1.0047,1.0047,1.0047
24/02/1972,1.0025,1.0025,1.0025,1.0025
25/02/1972,1.0025,1.0025,1.0025,1.0025
28/02/1972,1.0028,1.0028,1.0028,1.0028
29/02/1972,1.0012,1.0012,1.0012,1.0012
01/03/1972,1.001,1.001,1.001,1.001
02/03/1972,1.0006,1.0006,1.0006,1.0006
03/03/1972,1.0004,1.0004,1.0004,1.0004
06/03/1972,1.0004,1.0004,1.0004,1.0004
07/03/1972,1.0004,1.0004,1.0004,1.0004
08/03/1972,1.0004,1.0004,1.0004,1.0004
09/03/1972,1.0004,1.0004,1.0004,1.0004
10/03/1972,1.0004,1.0004,1.0004,1.0004
13/03/1972,0.9989,0.9989,0.9989,0.9989
14/03/1972,1.0003,1.0003,1.0003,1.0003
15/03/1972,1.0011,1.0011,1.0011,1.0011
16/03/1972,1.0006,1.0006,1.0006,1.0006
17/03/1972,1.0008,1.0008,1.0008,1.0008
20/03/1972,0.9996,0.9996,0.9996,0.9996
21/03/1972,0.9973,0.9973,0.9973,0.9973
22/03/1972,0.9978,0.9978,0.9978,0.9978
23/03/1972,0.999,0.999,0.999,0.999
24/03/1972,0.9987,0.9987,0.9987,0.9987
27/03/1972,0.9966,0.9966,0.9966,0.9966
28/03/1972,0.9961,0.9961,0.9961,0.9961
29/03/1972,0.9966,0.9966,0.9966,0.9966
30/03/1972,0.9972,0.9972,0.9972,0.9972
31/03/1972,0.9977,0.9977,0.9977,0.9977
03/04/1972,0.9983,0.9983,0.9983,0.9983
04/04/1972,0.9979,0.9979,0.9979,0.9979
05/04/1972,0.9969,0.9969,0.9969,0.9969
06/04/1972,0.9964,0.9964,0.9964,0.9964
07/04/1972,0.997,0.997,0.997,0.997
10/04/1972,0.997,0.997,0.997,0.997
11/04/1972,0.9969,0.9969,0.9969,0.9969
12/04/1972,0.997,0.997,0.997,0.997
13/04/1972,0.9968,0.9968,0.9968,0.9968
14/04/1972,0.9972,0.9972,0.9972,0.9972
17/04/1972,0.9967,0.9967,0.9967,0.9967
18/04/1972,0.997,0.997,0.997,0.997
19/04/1972,0.9969,0.9969,0.9969,0.9969
20/04/1972,0.9961,0.9961,0.9961,0.9961
21/04/1972,0.9945,0.9945,0.9945,0.9945
24/04/1972,0.9933,0.9933,0.9933,0.9933
25/04/1972,0.992,0.992,0.992,0.992
26/04/1972,0.9917,0.9917,0.9917,0.9917
27/04/1972,0.9923,0.9923,0.9923,0.9923
28/04/1972,0.9924,0.9924,0.9924,0.9924
01/05/1972,0.9935,0.9935,0.9935,0.9935
02/05/1972,0.9931,0.9931,0.9931,0.9931
03/05/1972,0.992,0.992,0.992,0.992
04/05/1972,0.992,0.992,0.992,0.992
05/05/1972,0.9921,0.9921,0.9921,0.9921
08/05/1972,0.9922,0.9922,0.9922,0.9922
09/05/1972,0.9917,0.9917,0.9917,0.9917
10/05/1972,0.991,0.991,0.991,0.991
11/05/1972,0.9896,0.9896,0.9896,0.9896
12/05/1972,0.9899,0.9899,0.9899,0.9899
15/05/1972,0.9901,0.9901,0.9901,0.9901
16/05/1972,0.9911,0.9911,0.9911,0.9911
17/05/1972,0.9893,0.9893,0.9893,0.9893
18/05/1972,0.9887,0.9887,0.9887,0.9887
19/05/1972,0.9886,0.9886,0.9886,0.9886
22/05/1972,0.9882,0.9882,0.9882,0.9882
23/05/1972,0.9876,0.9876,0.9876,0.9876
24/05/1972,0.9838,0.9838,0.9838,0.9838
25/05/1972,0.9839,0.9839,0.9839,0.9839
26/05/1972,0.9841,0.9841,0.9841,0.9841
29/05/1972,0.9841,0.9841,0.9841,0.9841
30/05/1972,0.9831,0.9831,0.9831,0.9831
31/05/1972,0.9812,0.9812,0.9812,0.9812
01/06/1972,0.9816,0.9816,0.9816,0.9816
02/06/1972,0.9813,0.9813,0.9813,0.9813
05/06/1972,0.9786,0.9786,0.9786,0.9786
06/06/1972,0.979,0.979,0.979,0.979
07/06/1972,0.979,0.979,0.979,0.979
08/06/1972,0.9768,0.9768,0.9768,0.9768
09/06/1972,0.9759,0.9759,0.9759,0.9759
12/06/1972,0.9777,0.9777,0.9777,0.9777
13/06/1972,0.9778,0.9778,0.9778,0.9778
14/06/1972,0.9756,0.9756,0.9756,0.9756
15/06/1972,0.9756,0.9756,0.9756,0.9756
16/06/1972,0.9759,0.9759,0.9759,0.9759
19/06/1972,0.9783,0.9783,0.9783,0.9783
20/06/1972,0.9805,0.9805,0.9805,0.9805
21/06/1972,0.9832,0.9832,0.9832,0.9832
22/06/1972,0.9813,0.9813,0.9813,0.9813
23/06/1972,0.9808,0.9808,0.9808,0.9808
26/06/1972,0.9805,0.9805,0.9805,0.9805
27/06/1972,0.981,0.981,0.981,0.981
28/06/1972,0.9815,0.9815,0.9815,0.9815
29/06/1972,0.9835,0.9835,0.9835,0.9835
30/06/1972,0.9856,0.9856,0.9856,0.9856
03/07/1972,0.9846,0.9846,0.9846,0.9846
04/07/1972,0.9846,0.9846,0.9846,0.9846
05/07/1972,0.9836,0.9836,0.9836,0.9836
06/07/1972,0.9843,0.9843,0.9843,0.9843
07/07/1972,0.9855,0.9855,0.9855,0.9855
10/07/1972,0.9853,0.9853,0.9853,0.9853
11/07/1972,0.9844,0.9844,0.9844,0.9844
12/07/1972,0.9834,0.9834,0.9834,0.9834
13/07/1972,0.9835,0.9835,0.9835,0.9835
14/07/1972,0.9828,0.9828,0.9828,0.9828
17/07/1972,0.9848,0.9848,0.9848,0.9848
18/07/1972,0.9836,0.9836,0.9836,0.9836
19/07/1972,0.9835,0.9835,0.9835,0.9835
20/07/1972,0.9833,0.9833,0.9833,0.9833
21/07/1972,0.9843,0.9843,0.9843,0.9843
24/07/1972,0.9848,0.9848,0.9848,0.9848
25/07/1972,0.9847,0.9847,0.9847,0.9847
26/07/1972,0.9835,0.9835,0.9835,0.9835
27/07/1972,0.983,0.983,0.983,0.983
28/07/1972,0.9827,0.9827,0.9827,0.9827
31/07/1972,0.9834,0.9834,0.9834,0.9834
01/08/1972,0.9833,0.9833,0.9833,0.9833
02/08/1972,0.9832,0.9832,0.9832,0.9832
03/08/1972,0.9824,0.9824,0.9824,0.9824
04/08/1972,0.9821,0.9821,0.9821,0.9821
07/08/1972,0.9822,0.9822,0.9822,0.9822
08/08/1972,0.982,0.982,0.982,0.982
09/08/1972,0.9819,0.9819,0.9819,0.9819
10/08/1972,0.9815,0.9815,0.9815,0.9815
11/08/1972,0.9818,0.9818,0.9818,0.9818
14/08/1972,0.9818,0.9818,0.9818,0.9818
15/08/1972,0.9816,0.9816,0.9816,0.9816
16/08/1972,0.9819,0.9819,0.9819,0.9819
17/08/1972,0.982,0.982,0.982,0.982
18/08/1972,0.9822,0.9822,0.9822,0.9822
21/08/1972,0.9828,0.9828,0.9828,0.9828
22/08/1972,0.9834,0.9834,0.9834,0.9834
23/08/1972,0.9827,0.9827,0.9827,0.9827
24/08/1972,0.9826,0.9826,0.9826,0.9826
25/08/1972,0.9827,0.9827,0.9827,0.9827
28/08/1972,0.9823,0.9823,0.9823,0.9823
29/08/1972,0.9825,0.9825,0.9825,0.9825
30/08/1972,0.9833,0.9833,0.9833,0.9833
31/08/1972,0.9832,0.9832,0.9832,0.9832
01/09/1972,0.9833,0.9833,0.9833,0.9833
04/09/1972,0.9833,0.9833,0.9833,0.9833
05/09/1972,0.9836,0.9836,0.9836,0.9836
06/09/1972,0.9839,0.9839,0.9839,0.9839
07/09/1972,0.9836,0.9836,0.9836,0.9836
08/09/1972,0.984,0.984,0.984,0.984
11/09/1972,0.9843,0.9843,0.9843,0.9843
12/09/1972,0.9838,0.9838,0.9838,0.9838
13/09/1972,0.983,0.983,0.983,0.983
14/09/1972,0.9828,0.9828,0.9828,0.9828
15/09/1972,0.9818,0.9818,0.9818,0.9818
18/09/1972,0.9816,0.9816,0.9816,0.9816
19/09/1972,0.9821,0.9821,0.9821,0.9821
20/09/1972,0.9828,0.9828,0.9828,0.9828
21/09/1972,0.9821,0.9821,0.9821,0.9821
22/09/1972,0.9822,0.9822,0.9822,0.9822
25/09/1972,0.9821,0.9821,0.9821,0.9821
26/09/1972,0.9826,0.9826,0.9826,0.9826
27/09/1972,0.9832,0.9832,0.9832,0.9832
28/09/1972,0.9838,0.9838,0.9838,0.9838
29/09/1972,0.9835,0.9835,0.9835,0.9835
02/10/1972,0.9842,0.9842,0.9842,0.9842
03/10/1972,0.984,0.984,0.984,0.984
04/10/1972,0.9833,0.9833,0.9833,0.9833
05/10/1972,0.9834,0.9834,0.9834,0.9834
06/10/1972,0.9837,0.9837,0.9837,0.9837
09/10/1972,0.9837,0.9837,0.9837,0.9837
10/10/1972,0.9825,0.9825,0.9825,0.9825
11/10/1972,0.9825,0.9825,0.9825,0.9825
12/10/1972,0.9825,0.9825,0.9825,0.9825
13/10/1972,0.9819,0.9819,0.9819,0.9819
16/10/1972,0.9821,0.9821,0.9821,0.9821
17/10/1972,0.982,0.982,0.982,0.982
18/10/1972,0.983,0.983,0.983,0.983
19/10/1972,0.9825,0.9825,0.9825,0.9825
20/10/1972,0.9825,0.9825,0.9825,0.9825
23/10/1972,0.9825,0.9825,0.9825,0.9825
24/10/1972,0.9825,0.9825,0.9825,0.9825
25/10/1972,0.9821,0.9821,0.9821,0.9821
26/10/1972,0.9821,0.9821,0.9821,0.9821
27/10/1972,0.9822,0.9822,0.9822,0.9822
30/10/1972,0.9825,0.9825,0.9825,0.9825
31/10/1972,0.9832,0.9832,0.9832,0.9832
01/11/1972,0.9843,0.9843,0.9843,0.9843
02/11/1972,0.9859,0.9859,0.9859,0.9859
03/11/1972,0.9866,0.9866,0.9866,0.9866
06/11/1972,0.9867,0.9867,0.9867,0.9867
07/11/1972,0.9867,0.9867,0.9867,0.9867
08/11/1972,0.9866,0.9866,0.9866,0.9866
09/11/1972,0.9865,0.9865,0.9865,0.9865
10/11/1972,0.9862,0.9862,0.9862,0.9862
13/11/1972,0.9857,0.9857,0.9857,0.9857
14/11/1972,0.986,0.986,0.986,0.986
15/11/1972,0.986,0.986,0.986,0.986
16/11/1972,0.9859,0.9859,0.9859,0.9859
17/11/1972,0.9861,0.9861,0.9861,0.9861
20/11/1972,0.9863,0.9863,0.9863,0.9863
21/11/1972,0.9869,0.9869,0.9869,0.9869
22/11/1972,0.9869,0.9869,0.9869,0.9869
23/11/1972,0.9869,0.9869,0.9869,0.9869
24/11/1972,0.9876,0.9876,0.9876,0.9876
27/11/1972,0.9886,0.9886,0.9886,0.9886
28/11/1972,0.9909,0.9909,0.9909,0.9909
29/11/1972,0.9934,0.9934,0.9934,0.9934
30/11/1972,0.9945,0.9945,0.9945,0.9945
01/12/1972,0.995,0.995,0.995,0.995
04/12/1972,0.9958,0.9958,0.9958,0.9958
05/12/1972,0.9961,0.9961,0.9961,0.9961
06/12/1972,0.9985,0.9985,0.9985,0.9985
07/12/1972,0.9985,0.9985,0.9985,0.9985
08/12/1972,0.9985,0.9985,0.9985,0.9985
11/12/1972,0.9985,0.9985,0.9985,0.9985
12/12/1972,0.9988,0.9988,0.9988,0.9988
13/12/1972,0.9968,0.9968,0.9968,0.9968
14/12/1972,0.9974,0.9974,0.9974,0.9974
15/12/1972,0.997,0.997,0.997,0.997
18/12/1972,0.9971,0.9971,0.9971,0.9971
19/12/1972,0.9961,0.9961,0.9961,0.9961
20/12/1972,0.9933,0.9933,0.9933,0.9933
21/12/1972,0.9923,0.9923,0.9923,0.9923
22/12/1972,0.9944,0.9944,0.9944,0.9944
25/12/1972,0.9944,0.9944,0.9944,0.9944
26/12/1972,0.9963,0.9963,0.9963,0.9963
27/12/1972,0.995,0.995,0.995,0.995
28/12/1972,0.995,0.995,0.995,0.995
29/12/1972,0.9956,0.9956,0.9956,0.9956
01/01/1973,0.9956,0.9956,0.9956,0.9956
02/01/1973,0.9964,0.9964,0.9964,0.9964
03/01/1973,0.9986,0.9986,0.9986,0.9986
04/01/1973,0.9981,0.9981,0.9981,0.9981
