,USDCAD Curncy,USDCAD Curncy,USDCAD Curncy,USDCAD Curncy
,high,low,open,last_price
1980-03-17,1.1786,1.1786,1.1786,1.1786
1980-03-18,1.18,1.18,1.18,1.18
1980-03-19,1.1772,1.1772,1.1772,1.1772
1980-03-20,1.1789,1.1789,1.1789,1.1789
1980-03-21,1.1829,1.1829,1.1829,1.1829
1980-03-24,1.1829,1.1829,1.1829,1.1829
1980-03-25,1.1829,1.1829,1.1829,1.1829
1980-03-26,1.1829,1.1829,1.1829,1.1829
1980-03-27,1.1829,1.1829,1.1829,1.1829
1980-03-28,1.1829,1.1829,1.1829,1.1829
1980-03-31,1.1829,1.1829,1.1829,1.1829
1980-04-01,1.1829,1.1829,1.1829,1.1829
1980-04-02,1.1829,1.1829,1.1829,1.1829
1980-04-03,1.1829,1.1829,1.1829,1.1829
1980-04-04,1.1829,1.1829,1.1829,1.1829
1980-04-07,1.1829,1.1829,1.1829,1.1829
1980-04-08,1.1844000000000001,1.1844000000000001,1.1844000000000001,1.1844000000000001
1980-04-09,1.1819,1.1819,1.1819,1.1819
1980-04-10,1.1812,1.1812,1.1812,1.1812
1980-04-11,1.1795,1.1795,1.1795,1.1795
1980-04-14,1.1824,1.1824,1.1824,1.1824
1980-04-15,1.1875,1.1875,1.1875,1.1875
1980-04-16,1.187,1.187,1.187,1.187
1980-04-17,1.1852,1.1852,1.1852,1.1852
1980-04-18,1.1844999999999999,1.1844999999999999,1.1844999999999999,1.1844999999999999
1980-04-21,1.1822,1.1822,1.1822,1.1822
1980-04-22,1.184,1.184,1.184,1.184
1980-04-23,1.1808,1.1808,1.1808,1.1808
1980-04-24,1.1819,1.1819,1.1819,1.1819
1980-04-25,1.1855,1.1855,1.1855,1.1855
1980-04-28,1.1872,1.1872,1.1872,1.1872
1980-04-29,1.1895,1.1895,1.1895,1.1895
1980-04-30,1.1881,1.1881,1.1881,1.1881
1980-05-01,1.1895,1.1895,1.1895,1.1895
1980-05-02,1.1895,1.1895,1.1895,1.1895
1980-05-05,1.19,1.19,1.19,1.19
1980-05-06,1.1875,1.1875,1.1875,1.1875
1980-05-07,1.1842,1.1842,1.1842,1.1842
1980-05-08,1.1789,1.1789,1.1789,1.1789
1980-05-09,1.1818,1.1818,1.1818,1.1818
1980-05-12,1.1787,1.1787,1.1787,1.1787
1980-05-13,1.1758,1.1758,1.1758,1.1758
1980-05-14,1.1749,1.1749,1.1749,1.1749
1980-05-15,1.1774,1.1774,1.1774,1.1774
1980-05-16,1.1746,1.1746,1.1746,1.1746
1980-05-19,1.1755,1.1755,1.1755,1.1755
1980-05-20,1.1741,1.1741,1.1741,1.1741
1980-05-21,1.1741,1.1741,1.1741,1.1741
1980-05-22,1.1741,1.1741,1.1741,1.1741
1980-05-23,1.1741,1.1741,1.1741,1.1741
1980-05-26,1.1741,1.1741,1.1741,1.1741
1980-05-27,1.1741,1.1741,1.1741,1.1741
1980-05-28,1.1628,1.1628,1.1628,1.1628
1980-05-29,1.1628,1.1628,1.1628,1.1628
1980-05-30,1.1628,1.1628,1.1628,1.1628
1980-06-02,1.1588,1.1588,1.1588,1.1588
1980-06-03,1.1615,1.1615,1.1615,1.1615
1980-06-04,1.1584,1.1584,1.1584,1.1584
1980-06-05,1.157,1.157,1.157,1.157
1980-06-06,1.153,1.153,1.153,1.153
1980-06-09,1.1509,1.1509,1.1509,1.1509
1980-06-10,1.1505,1.1505,1.1505,1.1505
1980-06-11,1.1505,1.1505,1.1505,1.1505
1980-06-12,1.1505,1.1505,1.1505,1.1505
1980-06-13,1.1505,1.1505,1.1505,1.1505
1980-06-16,1.1505,1.1505,1.1505,1.1505
1980-06-17,1.1521,1.1521,1.1521,1.1521
1980-06-18,1.1501000000000001,1.1501000000000001,1.1501000000000001,1.1501000000000001
1980-06-19,1.1484,1.1484,1.1484,1.1484
1980-06-20,1.1496,1.1496,1.1496,1.1496
1980-06-23,1.1497,1.1497,1.1497,1.1497
1980-06-24,1.1493,1.1493,1.1493,1.1493
1980-06-25,1.153,1.153,1.153,1.153
1980-06-26,1.152,1.152,1.152,1.152
1980-06-27,1.1493,1.1493,1.1493,1.1493
1980-06-30,1.1512,1.1512,1.1512,1.1512
1980-07-01,1.1502,1.1502,1.1502,1.1502
1980-07-02,1.147,1.147,1.147,1.147
1980-07-03,1.1438,1.1438,1.1438,1.1438
1980-07-04,1.1438,1.1438,1.1438,1.1438
1980-07-07,1.1438,1.1438,1.1438,1.1438
1980-07-08,1.144,1.144,1.144,1.144
1980-07-09,1.1453,1.1453,1.1453,1.1453
1980-07-10,1.1464,1.1464,1.1464,1.1464
1980-07-11,1.1501000000000001,1.1501000000000001,1.1501000000000001,1.1501000000000001
1980-07-14,1.1506,1.1506,1.1506,1.1506
1980-07-15,1.1531,1.1531,1.1531,1.1531
1980-07-16,1.1517,1.1517,1.1517,1.1517
1980-07-17,1.1495,1.1495,1.1495,1.1495
1980-07-18,1.1508,1.1508,1.1508,1.1508
1980-07-21,1.1533,1.1533,1.1533,1.1533
1980-07-22,1.1531,1.1531,1.1531,1.1531
1980-07-23,1.1542,1.1542,1.1542,1.1542
1980-07-24,1.1528,1.1528,1.1528,1.1528
1980-07-25,1.1569,1.1569,1.1569,1.1569
1980-07-28,1.1636,1.1636,1.1636,1.1636
1980-07-29,1.164,1.164,1.164,1.164
1980-07-30,1.1668,1.1668,1.1668,1.1668
1980-07-31,1.1619,1.1619,1.1619,1.1619
1980-08-01,1.1585,1.1585,1.1585,1.1585
1980-08-04,1.1579,1.1579,1.1579,1.1579
1980-08-05,1.1574,1.1574,1.1574,1.1574
1980-08-06,1.1564,1.1564,1.1564,1.1564
1980-08-07,1.1583,1.1583,1.1583,1.1583
1980-08-08,1.157,1.157,1.157,1.157
1980-08-11,1.1598,1.1598,1.1598,1.1598
1980-08-12,1.1607,1.1607,1.1607,1.1607
1980-08-13,1.1597,1.1597,1.1597,1.1597
1980-08-14,1.159,1.159,1.159,1.159
1980-08-15,1.1595,1.1595,1.1595,1.1595
1980-08-18,1.1642000000000001,1.1642000000000001,1.1642000000000001,1.1642000000000001
1980-08-19,1.1646,1.1646,1.1646,1.1646
1980-08-20,1.1612,1.1612,1.1612,1.1612
1980-08-21,1.1605,1.1605,1.1605,1.1605
1980-08-22,1.1597,1.1597,1.1597,1.1597
1980-08-25,1.1586,1.1586,1.1586,1.1586
1980-08-26,1.1589,1.1589,1.1589,1.1589
1980-08-27,1.1588,1.1588,1.1588,1.1588
1980-08-28,1.1559,1.1559,1.1559,1.1559
1980-08-29,1.1576,1.1576,1.1576,1.1576
1980-09-01,1.1576,1.1576,1.1576,1.1576
1980-09-02,1.1555,1.1555,1.1555,1.1555
1980-09-03,1.1581,1.1581,1.1581,1.1581
1980-09-04,1.1621,1.1621,1.1621,1.1621
1980-09-05,1.1629,1.1629,1.1629,1.1629
1980-09-08,1.1643,1.1643,1.1643,1.1643
1980-09-09,1.1626,1.1626,1.1626,1.1626
1980-09-10,1.1618,1.1618,1.1618,1.1618
1980-09-11,1.1623999999999999,1.1623999999999999,1.1623999999999999,1.1623999999999999
1980-09-12,1.1614,1.1614,1.1614,1.1614
1980-09-15,1.1646,1.1646,1.1646,1.1646
1980-09-16,1.1661,1.1661,1.1661,1.1661
1980-09-17,1.1706,1.1706,1.1706,1.1706
1980-09-18,1.1682,1.1682,1.1682,1.1682
1980-09-19,1.1667,1.1667,1.1667,1.1667
1980-09-22,1.1665,1.1665,1.1665,1.1665
1980-09-23,1.1619,1.1619,1.1619,1.1619
1980-09-24,1.1659,1.1659,1.1659,1.1659
1980-09-25,1.1663999999999999,1.1663999999999999,1.1663999999999999,1.1663999999999999
1980-09-26,1.1677,1.1677,1.1677,1.1677
1980-09-29,1.1723,1.1723,1.1723,1.1723
1980-09-30,1.1705,1.1705,1.1705,1.1705
1980-10-01,1.171,1.171,1.171,1.171
1980-10-02,1.1718,1.1718,1.1718,1.1718
1980-10-03,1.1684,1.1684,1.1684,1.1684
1980-10-06,1.1665,1.1665,1.1665,1.1665
1980-10-07,1.1676,1.1676,1.1676,1.1676
1980-10-08,1.1681,1.1681,1.1681,1.1681
1980-10-09,1.1659,1.1659,1.1659,1.1659
1980-10-10,1.165,1.165,1.165,1.165
1980-10-13,1.165,1.165,1.165,1.165
1980-10-14,1.1643,1.1643,1.1643,1.1643
1980-10-15,1.165,1.165,1.165,1.165
1980-10-16,1.1663000000000001,1.1663000000000001,1.1663000000000001,1.1663000000000001
1980-10-17,1.1669,1.1669,1.1669,1.1669
1980-10-20,1.1671,1.1671,1.1671,1.1671
1980-10-21,1.1672,1.1672,1.1672,1.1672
1980-10-22,1.1678,1.1678,1.1678,1.1678
1980-10-23,1.1691,1.1691,1.1691,1.1691
1980-10-24,1.167,1.167,1.167,1.167
1980-10-27,1.1718,1.1718,1.1718,1.1718
1980-10-28,1.1752,1.1752,1.1752,1.1752
1980-10-29,1.1745,1.1745,1.1745,1.1745
1980-10-30,1.1779,1.1779,1.1779,1.1779
1980-10-31,1.1753,1.1753,1.1753,1.1753
1980-11-03,1.179,1.179,1.179,1.179
1980-11-04,1.179,1.179,1.179,1.179
1980-11-05,1.1843,1.1843,1.1843,1.1843
1980-11-06,1.1882,1.1882,1.1882,1.1882
1980-11-07,1.187,1.187,1.187,1.187
1980-11-10,1.1836,1.1836,1.1836,1.1836
1980-11-11,1.1836,1.1836,1.1836,1.1836
1980-11-12,1.1827,1.1827,1.1827,1.1827
1980-11-13,1.1849,1.1849,1.1849,1.1849
1980-11-14,1.1865,1.1865,1.1865,1.1865
1980-11-17,1.189,1.189,1.189,1.189
1980-11-18,1.1882,1.1882,1.1882,1.1882
1980-11-19,1.1867,1.1867,1.1867,1.1867
1980-11-20,1.1872,1.1872,1.1872,1.1872
1980-11-21,1.1855,1.1855,1.1855,1.1855
1980-11-24,1.1909,1.1909,1.1909,1.1909
1980-11-25,1.1882,1.1882,1.1882,1.1882
1980-11-26,1.1878,1.1878,1.1878,1.1878
1980-11-27,1.1878,1.1878,1.1878,1.1878
1980-11-28,1.1899,1.1899,1.1899,1.1899
1980-12-01,1.1929,1.1929,1.1929,1.1929
1980-12-02,1.1932,1.1932,1.1932,1.1932
1980-12-03,1.1945000000000001,1.1945000000000001,1.1945000000000001,1.1945000000000001
1980-12-04,1.1917,1.1917,1.1917,1.1917
1980-12-05,1.1959,1.1959,1.1959,1.1959
1980-12-08,1.1954,1.1954,1.1954,1.1954
1980-12-09,1.1985999999999999,1.1985999999999999,1.1985999999999999,1.1985999999999999
1980-12-10,1.2,1.2,1.2,1.2
1980-12-11,1.201,1.201,1.201,1.201
1980-12-12,1.2038,1.2038,1.2038,1.2038
1980-12-15,1.2038,1.2038,1.2038,1.2038
1980-12-16,1.2038,1.2038,1.2038,1.2038
1980-12-17,1.2038,1.2038,1.2038,1.2038
1980-12-18,1.2027,1.2027,1.2027,1.2027
1980-12-19,1.1929,1.1929,1.1929,1.1929
1980-12-22,1.1942,1.1942,1.1942,1.1942
1980-12-23,1.1923,1.1923,1.1923,1.1923
1980-12-24,1.1924,1.1924,1.1924,1.1924
1980-12-25,1.1924,1.1924,1.1924,1.1924
1980-12-26,1.192,1.192,1.192,1.192
1980-12-29,1.1881,1.1881,1.1881,1.1881
1980-12-30,1.1887,1.1887,1.1887,1.1887
1980-12-31,1.1945000000000001,1.1945000000000001,1.1945000000000001,1.1945000000000001
1981-01-01,1.1945000000000001,1.1945000000000001,1.1945000000000001,1.1945000000000001
1981-01-02,1.1948,1.1948,1.1948,1.1948
1981-01-05,1.1886,1.1886,1.1886,1.1886
1981-01-06,1.1882,1.1882,1.1882,1.1882
1981-01-07,1.188,1.188,1.188,1.188
1981-01-08,1.1879,1.1879,1.1879,1.1879
1981-01-09,1.1883,1.1883,1.1883,1.1883
1981-01-12,1.1894,1.1894,1.1894,1.1894
1981-01-13,1.1903,1.1903,1.1903,1.1903
1981-01-14,1.1909,1.1909,1.1909,1.1909
1981-01-15,1.1898,1.1898,1.1898,1.1898
1981-01-16,1.1919,1.1919,1.1919,1.1919
1981-01-19,1.1901,1.1901,1.1901,1.1901
1981-01-20,1.1904,1.1904,1.1904,1.1904
1981-01-21,1.1894,1.1894,1.1894,1.1894
1981-01-22,1.1911,1.1911,1.1911,1.1911
1981-01-23,1.1905999999999999,1.1905999999999999,1.1905999999999999,1.1905999999999999
1981-01-26,1.19,1.19,1.19,1.19
1981-01-27,1.1916,1.1916,1.1916,1.1916
1981-01-28,1.1943,1.1943,1.1943,1.1943
1981-01-29,1.198,1.198,1.198,1.198
1981-01-30,1.1943,1.1943,1.1943,1.1943
1981-02-02,1.1941,1.1941,1.1941,1.1941
1981-02-03,1.1971,1.1971,1.1971,1.1971
1981-02-04,1.1954,1.1954,1.1954,1.1954
1981-02-05,1.1971,1.1971,1.1971,1.1971
1981-02-06,1.1961,1.1961,1.1961,1.1961
1981-02-09,1.1972,1.1972,1.1972,1.1972
1981-02-10,1.1989,1.1989,1.1989,1.1989
1981-02-11,1.1967,1.1967,1.1967,1.1967
1981-02-12,1.1967,1.1967,1.1967,1.1967
1981-02-13,1.2011,1.2011,1.2011,1.2011
1981-02-16,1.2011,1.2011,1.2011,1.2011
1981-02-17,1.2061,1.2061,1.2061,1.2061
1981-02-18,1.2034,1.2034,1.2034,1.2034
1981-02-19,1.1993,1.1993,1.1993,1.1993
1981-02-20,1.1956,1.1956,1.1956,1.1956
1981-02-23,1.1967,1.1967,1.1967,1.1967
1981-02-24,1.1985000000000001,1.1985000000000001,1.1985000000000001,1.1985000000000001
1981-02-25,1.1977,1.1977,1.1977,1.1977
1981-02-26,1.1996,1.1996,1.1996,1.1996
1981-02-27,1.2013,1.2013,1.2013,1.2013
1981-03-02,1.2036,1.2036,1.2036,1.2036
1981-03-03,1.2034,1.2034,1.2034,1.2034
1981-03-04,1.203,1.203,1.203,1.203
1981-03-05,1.201,1.201,1.201,1.201
1981-03-06,1.1996,1.1996,1.1996,1.1996
1981-03-09,1.1977,1.1977,1.1977,1.1977
1981-03-10,1.1972,1.1972,1.1972,1.1972
1981-03-11,1.1985999999999999,1.1985999999999999,1.1985999999999999,1.1985999999999999
1981-03-12,1.198,1.198,1.198,1.198
1981-03-13,1.1926,1.1926,1.1926,1.1926
1981-03-16,1.1905999999999999,1.1905999999999999,1.1905999999999999,1.1905999999999999
1981-03-17,1.1864,1.1864,1.1864,1.1864
1981-03-18,1.1823,1.1823,1.1823,1.1823
1981-03-19,1.1818,1.1818,1.1818,1.1818
1981-03-20,1.1809,1.1809,1.1809,1.1809
1981-03-23,1.1827,1.1827,1.1827,1.1827
1981-03-24,1.183,1.183,1.183,1.183
1981-03-25,1.1833,1.1833,1.1833,1.1833
1981-03-26,1.1837,1.1837,1.1837,1.1837
1981-03-27,1.1882,1.1882,1.1882,1.1882
1981-03-30,1.1868,1.1868,1.1868,1.1868
1981-03-31,1.1873,1.1873,1.1873,1.1873
1981-04-01,1.1835,1.1835,1.1835,1.1835
1981-04-02,1.1819,1.1819,1.1819,1.1819
1981-04-03,1.1838,1.1838,1.1838,1.1838
1981-04-06,1.188,1.188,1.188,1.188
1981-04-07,1.1846,1.1846,1.1846,1.1846
1981-04-08,1.1838,1.1838,1.1838,1.1838
1981-04-09,1.1853,1.1853,1.1853,1.1853
1981-04-10,1.1867,1.1867,1.1867,1.1867
1981-04-13,1.192,1.192,1.192,1.192
1981-04-14,1.1917,1.1917,1.1917,1.1917
1981-04-15,1.197,1.197,1.197,1.197
1981-04-16,1.1949,1.1949,1.1949,1.1949
1981-04-17,1.1963,1.1963,1.1963,1.1963
1981-04-20,1.1956,1.1956,1.1956,1.1956
1981-04-21,1.1938,1.1938,1.1938,1.1938
1981-04-22,1.1934,1.1934,1.1934,1.1934
1981-04-23,1.1945999999999999,1.1945999999999999,1.1945999999999999,1.1945999999999999
1981-04-24,1.193,1.193,1.193,1.193
1981-04-27,1.1933,1.1933,1.1933,1.1933
1981-04-28,1.195,1.195,1.195,1.195
1981-04-29,1.1973,1.1973,1.1973,1.1973
1981-04-30,1.1962,1.1962,1.1962,1.1962
1981-05-01,1.1963,1.1963,1.1963,1.1963
1981-05-04,1.2008,1.2008,1.2008,1.2008
1981-05-05,1.2026,1.2026,1.2026,1.2026
1981-05-06,1.199,1.199,1.199,1.199
1981-05-07,1.1993,1.1993,1.1993,1.1993
1981-05-08,1.1996,1.1996,1.1996,1.1996
1981-05-11,1.2013,1.2013,1.2013,1.2013
1981-05-12,1.2019,1.2019,1.2019,1.2019
1981-05-13,1.2013,1.2013,1.2013,1.2013
1981-05-14,1.2018,1.2018,1.2018,1.2018
1981-05-15,1.2017,1.2017,1.2017,1.2017
1981-05-18,1.199,1.199,1.199,1.199
1981-05-19,1.2015,1.2015,1.2015,1.2015
1981-05-20,1.2016,1.2016,1.2016,1.2016
1981-05-21,1.202,1.202,1.202,1.202
1981-05-22,1.2011,1.2011,1.2011,1.2011
1981-05-25,1.2011,1.2011,1.2011,1.2011
1981-05-26,1.2011,1.2011,1.2011,1.2011
1981-05-27,1.2023,1.2023,1.2023,1.2023
1981-05-28,1.2018,1.2018,1.2018,1.2018
1981-05-29,1.2037,1.2037,1.2037,1.2037
1981-06-01,1.206,1.206,1.206,1.206
1981-06-02,1.2079,1.2079,1.2079,1.2079
1981-06-03,1.207,1.207,1.207,1.207
1981-06-04,1.2105,1.2105,1.2105,1.2105
1981-06-05,1.2069,1.2069,1.2069,1.2069
1981-06-08,1.2057,1.2057,1.2057,1.2057
1981-06-09,1.2062,1.2062,1.2062,1.2062
1981-06-10,1.2026,1.2026,1.2026,1.2026
1981-06-11,1.2054,1.2054,1.2054,1.2054
1981-06-12,1.2046999999999999,1.2046999999999999,1.2046999999999999,1.2046999999999999
1981-06-15,1.2019,1.2019,1.2019,1.2019
1981-06-16,1.204,1.204,1.204,1.204
1981-06-17,1.2051,1.2051,1.2051,1.2051
1981-06-18,1.2059,1.2059,1.2059,1.2059
1981-06-19,1.206,1.206,1.206,1.206
1981-06-22,1.2018,1.2018,1.2018,1.2018
1981-06-23,1.1991,1.1991,1.1991,1.1991
1981-06-24,1.1995,1.1995,1.1995,1.1995
1981-06-25,1.2008,1.2008,1.2008,1.2008
1981-06-26,1.2027,1.2027,1.2027,1.2027
1981-06-29,1.1998,1.1998,1.1998,1.1998
1981-06-30,1.2006000000000001,1.2006000000000001,1.2006000000000001,1.2006000000000001
1981-07-01,1.2035,1.2035,1.2035,1.2035
1981-07-02,1.2023,1.2023,1.2023,1.2023
1981-07-03,1.2018,1.2018,1.2018,1.2018
1981-07-06,1.2022,1.2022,1.2022,1.2022
1981-07-07,1.2027,1.2027,1.2027,1.2027
1981-07-08,1.2058,1.2058,1.2058,1.2058
1981-07-09,1.206,1.206,1.206,1.206
1981-07-10,1.2031,1.2031,1.2031,1.2031
1981-07-13,1.2032,1.2032,1.2032,1.2032
1981-07-14,1.2056,1.2056,1.2056,1.2056
1981-07-15,1.2039,1.2039,1.2039,1.2039
1981-07-16,1.2042,1.2042,1.2042,1.2042
1981-07-17,1.2057,1.2057,1.2057,1.2057
1981-07-20,1.2068,1.2068,1.2068,1.2068
1981-07-21,1.2125,1.2125,1.2125,1.2125
1981-07-22,1.2129,1.2129,1.2129,1.2129
1981-07-23,1.2195,1.2195,1.2195,1.2195
1981-07-24,1.2083,1.2083,1.2083,1.2083
1981-07-27,1.2238,1.2238,1.2238,1.2238
1981-07-28,1.2267000000000001,1.2267000000000001,1.2267000000000001,1.2267000000000001
1981-07-29,1.227,1.227,1.227,1.227
1981-07-30,1.225,1.225,1.225,1.225
1981-07-31,1.2339,1.2339,1.2339,1.2339
1981-08-03,1.2339,1.2339,1.2339,1.2339
1981-08-04,1.2339,1.2339,1.2339,1.2339
1981-08-05,1.2339,1.2339,1.2339,1.2339
1981-08-06,1.2339,1.2339,1.2339,1.2339
1981-08-07,1.2339,1.2339,1.2339,1.2339
1981-08-10,1.2339,1.2339,1.2339,1.2339
1981-08-11,1.2323,1.2323,1.2323,1.2323
1981-08-12,1.2297,1.2297,1.2297,1.2297
1981-08-13,1.2303,1.2303,1.2303,1.2303
1981-08-14,1.2263,1.2263,1.2263,1.2263
1981-08-17,1.2227000000000001,1.2227000000000001,1.2227000000000001,1.2227000000000001
1981-08-18,1.2157,1.2157,1.2157,1.2157
1981-08-19,1.2113,1.2113,1.2113,1.2113
1981-08-20,1.2124,1.2124,1.2124,1.2124
1981-08-21,1.2061,1.2061,1.2061,1.2061
1981-08-24,1.2086999999999999,1.2086999999999999,1.2086999999999999,1.2086999999999999
1981-08-25,1.2142,1.2142,1.2142,1.2142
1981-08-26,1.2138,1.2138,1.2138,1.2138
1981-08-27,1.2112,1.2112,1.2112,1.2112
1981-08-28,1.2021,1.2021,1.2021,1.2021
1981-08-31,1.202,1.202,1.202,1.202
1981-09-01,1.2041,1.2041,1.2041,1.2041
1981-09-02,1.1959,1.1959,1.1959,1.1959
1981-09-03,1.1944,1.1944,1.1944,1.1944
1981-09-04,1.1982,1.1982,1.1982,1.1982
1981-09-07,1.1982,1.1982,1.1982,1.1982
1981-09-08,1.2008,1.2008,1.2008,1.2008
1981-09-09,1.2086000000000001,1.2086000000000001,1.2086000000000001,1.2086000000000001
1981-09-10,1.2017,1.2017,1.2017,1.2017
1981-09-11,1.2043,1.2043,1.2043,1.2043
1981-09-14,1.202,1.202,1.202,1.202
1981-09-15,1.1999,1.1999,1.1999,1.1999
1981-09-16,1.2025000000000001,1.2025000000000001,1.2025000000000001,1.2025000000000001
1981-09-17,1.2025000000000001,1.2025000000000001,1.2025000000000001,1.2025000000000001
1981-09-18,1.2001,1.2001,1.2001,1.2001
1981-09-21,1.1961,1.1961,1.1961,1.1961
1981-09-22,1.1982,1.1982,1.1982,1.1982
1981-09-23,1.1985999999999999,1.1985999999999999,1.1985999999999999,1.1985999999999999
1981-09-24,1.1976,1.1976,1.1976,1.1976
1981-09-25,1.1983,1.1983,1.1983,1.1983
1981-09-28,1.2042,1.2042,1.2042,1.2042
1981-09-29,1.2029,1.2029,1.2029,1.2029
1981-09-30,1.2069,1.2069,1.2069,1.2069
1981-10-01,1.2054,1.2054,1.2054,1.2054
1981-10-02,1.2045,1.2045,1.2045,1.2045
1981-10-05,1.1991,1.1991,1.1991,1.1991
1981-10-06,1.2004,1.2004,1.2004,1.2004
1981-10-07,1.1989,1.1989,1.1989,1.1989
1981-10-08,1.1992,1.1992,1.1992,1.1992
1981-10-09,1.1975,1.1975,1.1975,1.1975
1981-10-12,1.1975,1.1975,1.1975,1.1975
1981-10-13,1.1978,1.1978,1.1978,1.1978
1981-10-14,1.2011,1.2011,1.2011,1.2011
1981-10-15,1.2003,1.2003,1.2003,1.2003
1981-10-16,1.2031,1.2031,1.2031,1.2031
1981-10-19,1.2021,1.2021,1.2021,1.2021
1981-10-20,1.2019,1.2019,1.2019,1.2019
1981-10-21,1.2056,1.2056,1.2056,1.2056
1981-10-22,1.2061,1.2061,1.2061,1.2061
1981-10-23,1.2045,1.2045,1.2045,1.2045
1981-10-26,1.2081,1.2081,1.2081,1.2081
1981-10-27,1.2084,1.2084,1.2084,1.2084
1981-10-28,1.2074,1.2074,1.2074,1.2074
1981-10-29,1.2057,1.2057,1.2057,1.2057
1981-10-30,1.203,1.203,1.203,1.203
1981-11-02,1.1991,1.1991,1.1991,1.1991
1981-11-03,1.1991,1.1991,1.1991,1.1991
1981-11-04,1.1968,1.1968,1.1968,1.1968
1981-11-05,1.1973,1.1973,1.1973,1.1973
1981-11-06,1.1929,1.1929,1.1929,1.1929
1981-11-09,1.1918,1.1918,1.1918,1.1918
1981-11-10,1.1939,1.1939,1.1939,1.1939
1981-11-11,1.1939,1.1939,1.1939,1.1939
1981-11-12,1.1901,1.1901,1.1901,1.1901
1981-11-13,1.1889,1.1889,1.1889,1.1889
1981-11-16,1.1865999999999999,1.1865999999999999,1.1865999999999999,1.1865999999999999
1981-11-17,1.1879,1.1879,1.1879,1.1879
1981-11-18,1.1794,1.1794,1.1794,1.1794
1981-11-19,1.1838,1.1838,1.1838,1.1838
1981-11-20,1.1846,1.1846,1.1846,1.1846
1981-11-23,1.1829,1.1829,1.1829,1.1829
1981-11-24,1.1803,1.1803,1.1803,1.1803
1981-11-25,1.1799,1.1799,1.1799,1.1799
1981-11-26,1.1799,1.1799,1.1799,1.1799
1981-11-27,1.1768,1.1768,1.1768,1.1768
1981-11-30,1.1766,1.1766,1.1766,1.1766
1981-12-01,1.1784,1.1784,1.1784,1.1784
1981-12-02,1.1776,1.1776,1.1776,1.1776
1981-12-03,1.1813,1.1813,1.1813,1.1813
1981-12-04,1.1783,1.1783,1.1783,1.1783
1981-12-07,1.1836,1.1836,1.1836,1.1836
1981-12-08,1.1836,1.1836,1.1836,1.1836
1981-12-09,1.1834,1.1834,1.1834,1.1834
1981-12-10,1.1863,1.1863,1.1863,1.1863
1981-12-11,1.1894,1.1894,1.1894,1.1894
1981-12-14,1.196,1.196,1.196,1.196
1981-12-15,1.1934,1.1934,1.1934,1.1934
1981-12-16,1.1921,1.1921,1.1921,1.1921
1981-12-17,1.1898,1.1898,1.1898,1.1898
1981-12-18,1.1884000000000001,1.1884000000000001,1.1884000000000001,1.1884000000000001
1981-12-21,1.1863,1.1863,1.1863,1.1863
1981-12-22,1.1822,1.1822,1.1822,1.1822
1981-12-23,1.1816,1.1816,1.1816,1.1816
1981-12-24,1.1836,1.1836,1.1836,1.1836
1981-12-25,1.1836,1.1836,1.1836,1.1836
1981-12-28,1.181,1.181,1.181,1.181
1981-12-29,1.1857,1.1857,1.1857,1.1857
1981-12-30,1.1839,1.1839,1.1839,1.1839
1981-12-31,1.1863,1.1863,1.1863,1.1863
1982-01-01,1.1863,1.1863,1.1863,1.1863
1982-01-04,1.1865999999999999,1.1865999999999999,1.1865999999999999,1.1865999999999999
1982-01-05,1.1895,1.1895,1.1895,1.1895
1982-01-06,1.1863,1.1863,1.1863,1.1863
1982-01-07,1.1876,1.1876,1.1876,1.1876
1982-01-08,1.1863,1.1863,1.1863,1.1863
1982-01-11,1.1897,1.1897,1.1897,1.1897
1982-01-12,1.1912,1.1912,1.1912,1.1912
1982-01-13,1.1908,1.1908,1.1908,1.1908
1982-01-14,1.1941,1.1941,1.1941,1.1941
1982-01-15,1.1945999999999999,1.1945999999999999,1.1945999999999999,1.1945999999999999
1982-01-18,1.1956,1.1956,1.1956,1.1956
1982-01-19,1.1938,1.1938,1.1938,1.1938
1982-01-20,1.1945999999999999,1.1945999999999999,1.1945999999999999,1.1945999999999999
1982-01-21,1.191,1.191,1.191,1.191
1982-01-22,1.1945000000000001,1.1945000000000001,1.1945000000000001,1.1945000000000001
1982-01-25,1.1984,1.1984,1.1984,1.1984
1982-01-26,1.1949,1.1949,1.1949,1.1949
1982-01-27,1.1969,1.1969,1.1969,1.1969
1982-01-28,1.198,1.198,1.198,1.198
1982-01-29,1.1967,1.1967,1.1967,1.1967
1982-02-01,1.2016,1.2016,1.2016,1.2016
1982-02-02,1.2067,1.2067,1.2067,1.2067
1982-02-03,1.2074,1.2074,1.2074,1.2074
1982-02-04,1.2048,1.2048,1.2048,1.2048
1982-02-05,1.2058,1.2058,1.2058,1.2058
1982-02-08,1.2086999999999999,1.2086999999999999,1.2086999999999999,1.2086999999999999
1982-02-09,1.2168,1.2168,1.2168,1.2168
1982-02-10,1.2144,1.2144,1.2144,1.2144
1982-02-11,1.2098,1.2098,1.2098,1.2098
1982-02-12,1.2098,1.2098,1.2098,1.2098
1982-02-15,1.2098,1.2098,1.2098,1.2098
1982-02-16,1.2185,1.2185,1.2185,1.2185
1982-02-17,1.2182,1.2182,1.2182,1.2182
1982-02-18,1.2146,1.2146,1.2146,1.2146
1982-02-19,1.2168,1.2168,1.2168,1.2168
